MessiRight1: .word 16, 16
.byte 199,11,11,11,11,11,11,11,11,11,11,11,11,11,199,199,
199,11,11,11,11,183,183,183,183,183,0,0,0,0,199,199,
199,11,11,183,183,183,183,183,183,183,183,255,255,183,199,199,
199,11,183,183,183,183,183,183,183,183,183,255,0,183,199,199,
199,183,183,183,183,183,183,183,183,183,183,183,183,183,199,199,
199,183,183,183,183,183,183,183,183,183,183,183,183,183,199,199,
199,240,255,240,255,240,0,0,255,240,255,240,255,240,199,199,
199,240,255,240,255,240,0,0,255,240,255,240,255,240,199,199,
199,240,255,240,255,240,183,183,255,240,255,240,0,240,199,199,
199,240,255,240,255,183,183,240,255,240,255,240,255,240,199,199,
199,240,255,240,183,183,255,240,255,240,255,240,255,240,199,199,
199,240,255,240,255,240,255,240,255,240,255,240,255,240,199,199,
199,240,255,240,255,240,255,240,255,240,255,240,255,240,199,199,
199,199,199,199,255,255,199,199,199,255,255,199,199,199,199,199,
199,199,0,240,240,199,199,199,199,199,240,240,199,0,199,199,
199,199,0,0,199,199,199,199,199,199,199,199,0,0,199,199,


